# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = dcf_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2626239156
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,terminal_growth,discount_rate,years.1,years.2,years.3,years.4,cashflows.1,cashflows.2,cashflows.3,cashflows.4,value
-7.91942,0.980451,0.723599,2,3,0,9.7832,0.0375522,0.031439,2010,2011,2012,2013,-100,-50,150,500,-76887.7
-8.1773,0.767759,0.723599,3,7,0,10.7108,0.043791,0.185595,2010,2011,2012,2013,-100,-50,150,500,2473.01
-7.51299,0.994242,0.723599,2,7,0,8.44073,0.0847635,0.0761982,2010,2011,2012,2013,-100,-50,150,500,-50418.4
-7.09992,0.9654,0.723599,3,15,0,8.76657,0.0336922,0.111564,2010,2011,2012,2013,-100,-50,150,500,5173.06
-7.87242,0.864469,0.723599,2,3,0,8.39282,0.0907189,0.0869477,2010,2011,2012,2013,-100,-50,150,500,-112238
-9.1039,0.992682,0.723599,2,3,0,9.3439,0.0124415,0.116283,2010,2011,2012,2013,-100,-50,150,500,3839.68
-8.86832,0.901864,0.723599,3,7,0,10.3773,0.0951707,0.0486769,2010,2011,2012,2013,-100,-50,150,500,-9790.21
-8.8865,0.927028,0.723599,3,7,0,10.5162,0.0141455,0.0561834,2010,2011,2012,2013,-100,-50,150,500,10649.4
-7.94154,0.981071,0.723599,2,7,0,9.66826,0.0741875,0.0318269,2010,2011,2012,2013,-100,-50,150,500,-11094.1
-7.99786,0.995028,0.723599,2,3,0,8.19566,0.0795858,0.0344441,2010,2011,2012,2013,-100,-50,150,500,-10359.1
-7.42171,0.997269,0.723599,2,7,0,8.11355,0.0279117,0.138225,2010,2011,2012,2013,-100,-50,150,500,3470.38
-8.87416,0.829624,0.723599,2,3,0,9.40475,0.026417,0.188927,2010,2011,2012,2013,-100,-50,150,500,2140.66
-7.90518,1,0.723599,1,1,0,8.78046,0.0320404,0.174386,2010,2011,2012,2013,-100,-50,150,500,2513.05
-7.7746,1,0.723599,2,3,0,8.13853,0.0494784,0.178633,2010,2011,2012,2013,-100,-50,150,500,2752.35
-7.5679,0.999446,0.723599,2,3,0,7.96153,0.052192,0.0368527,2010,2011,2012,2013,-100,-50,150,500,-30328.7
-8.24897,0.935218,0.723599,2,7,0,8.5616,0.0244301,0.175171,2010,2011,2012,2013,-100,-50,150,500,2367.87
-7.83352,1,0.723599,2,3,0,8.26273,0.0273293,0.165372,2010,2011,2012,2013,-100,-50,150,500,2634.58
-6.92779,1,0.723599,2,3,0,7.79227,0.0498029,0.130223,2010,2011,2012,2013,-100,-50,150,500,4840.38
-9.58554,0.636428,0.723599,2,3,0,9.63835,0.0386401,0.196413,2010,2011,2012,2013,-100,-50,150,500,2176.99
-9.28696,0.976899,0.723599,3,15,0,10.2765,0.0374102,0.19501,2010,2011,2012,2013,-100,-50,150,500,2184.83
-11.2145,0.957715,0.723599,2,3,0,11.915,0.069965,0.199324,2010,2011,2012,2013,-100,-50,150,500,2649.79
-7.28195,1,0.723599,2,3,0,11.0022,0.0731871,0.0593655,2010,2011,2012,2013,-100,-50,150,500,-32247.9
-7.06552,0.957428,0.723599,2,7,0,7.73999,0.06402,0.143873,2010,2011,2012,2013,-100,-50,150,500,4756.36
-7.17596,0.90372,0.723599,1,3,0,7.81659,0.0515134,0.0547198,2010,2011,2012,2013,-100,-50,150,500,140165
-6.87273,1,0.723599,2,3,0,7.15829,0.0628286,0.10757,2010,2011,2012,2013,-100,-50,150,500,9087.02
-8.16493,0.818245,0.723599,2,3,0,8.28594,0.0839918,0.0348689,2010,2011,2012,2013,-100,-50,150,500,-9512.44
-8.25983,1,0.723599,2,3,0,9.05873,0.0928313,0.144685,2010,2011,2012,2013,-100,-50,150,500,7329.85
-7.99782,0.973326,0.723599,2,7,0,9.18014,0.0238149,0.164689,2010,2011,2012,2013,-100,-50,150,500,2584.13
-7.80725,1,0.723599,2,3,0,8.29845,0.0391248,0.176426,2010,2011,2012,2013,-100,-50,150,500,2597.15
-7.65787,1,0.723599,2,3,0,8.10382,0.0564148,0.0340589,2010,2011,2012,2013,-100,-50,150,500,-20924.5
-7.21002,1,0.723599,2,3,0,7.72463,0.0410994,0.0589027,2010,2011,2012,2013,-100,-50,150,500,25033.7
-8.73404,0.722078,0.723599,2,7,0,9.76907,0.0137088,0.0844593,2010,2011,2012,2013,-100,-50,150,500,5990.6
-8.56142,0.958692,0.723599,3,11,0,9.3712,0.0162838,0.157962,2010,2011,2012,2013,-100,-50,150,500,2600.63
-7.50318,0.999413,0.723599,5,31,0,8.77981,0.0315735,0.156367,2010,2011,2012,2013,-100,-50,150,500,2965.26
-8.29186,0.653986,0.723599,1,3,0,11.1401,0.0814571,0.0288978,2010,2011,2012,2013,-100,-50,150,500,-8993.09
-8.03563,0.814608,0.723599,3,7,0,12.1689,0.084845,0.0406208,2010,2011,2012,2013,-100,-50,150,500,-10450.1
-8.18353,0.965216,0.723599,2,3,0,9.08902,0.0931992,0.0807788,2010,2011,2012,2013,-100,-50,150,500,-34481.2
-7.849,0.932967,0.723599,2,3,0,8.87968,0.053334,0.18067,2010,2011,2012,2013,-100,-50,150,500,2782.09
-8.23398,0.979344,0.723599,2,3,0,8.70419,0.035102,0.0260169,2010,2011,2012,2013,-100,-50,150,500,-52285.9
-8.31604,0.996385,0.723599,1,1,0,8.49865,0.036132,0.0242578,2010,2011,2012,2013,-100,-50,150,500,-40142.9
-7.42134,0.986456,0.723599,2,3,0,9.00722,0.0251483,0.106128,2010,2011,2012,2013,-100,-50,150,500,5023.79
-8.73845,0.503244,0.723599,3,7,0,11.7056,0.0944798,0.161099,2010,2011,2012,2013,-100,-50,150,500,5535.37
-7.6518,1,0.723599,2,3,0,8.91104,0.0844697,0.0602887,2010,2011,2012,2013,-100,-50,150,500,-18406.5
-7.80167,0.9772,0.723599,2,3,0,8.24185,0.0455758,0.178569,2010,2011,2012,2013,-100,-50,150,500,2672.21
-8.44861,0.897639,0.723599,2,3,0,8.91827,0.0905367,0.0400456,2010,2011,2012,2013,-100,-50,150,500,-9164.23
-8.02287,0.889052,0.723599,2,3,0,10.6918,0.0417939,0.0275705,2010,2011,2012,2013,-100,-50,150,500,-33298.9
-8.47906,0.731497,0.723599,1,3,0,12.3447,0.0924674,0.162493,2010,2011,2012,2013,-100,-50,150,500,5251.58
-7.55103,1,0.723599,2,3,0,8.61893,0.0356726,0.045142,2010,2011,2012,2013,-100,-50,150,500,48328
-9.35739,0.862648,0.723599,4,23,0,9.72861,0.0339894,0.0150399,2010,2011,2012,2013,-100,-50,150,500,-25613.4
-7.34935,0.997512,0.723599,2,3,0,9.48209,0.0510059,0.0454013,2010,2011,2012,2013,-100,-50,150,500,-81642.1
-7.18571,0.9355,0.723599,2,7,0,8.15232,0.0383014,0.145106,2010,2011,2012,2013,-100,-50,150,500,3540.91
-7.62824,0.843461,0.723599,2,3,0,8.6505,0.024515,0.0671583,2010,2011,2012,2013,-100,-50,150,500,10280.7
-8.15206,0.941251,0.723599,3,11,0,9.46152,0.0179792,0.143682,2010,2011,2012,2013,-100,-50,150,500,3011.93
-10.72,0.820006,0.723599,2,3,0,10.9152,0.0115422,0.0259114,2010,2011,2012,2013,-100,-50,150,500,33054.8
-7.03575,1,0.723599,2,3,0,10.1217,0.0371935,0.119688,2010,2011,2012,2013,-100,-50,150,500,4809.51
-6.96137,0.960635,0.723599,1,3,0,7.41687,0.0668282,0.0843264,2010,2011,2012,2013,-100,-50,150,500,24284.3
-6.94341,1,0.723599,2,3,0,7.00438,0.0587351,0.0763677,2010,2011,2012,2013,-100,-50,150,500,24458.6
-7.24532,0.903595,0.723599,2,3,0,7.58497,0.0293686,0.094683,2010,2011,2012,2013,-100,-50,150,500,6367.78
-7.19767,0.986438,0.723599,2,3,0,7.45431,0.0705643,0.147978,2010,2011,2012,2013,-100,-50,150,500,4871.3
-8.17783,0.851441,0.723599,3,15,0,8.5976,0.0169371,0.131297,2010,2011,2012,2013,-100,-50,150,500,3389.2
-7.54267,0.959618,0.723599,4,19,0,8.62749,0.0740255,0.0452046,2010,2011,2012,2013,-100,-50,150,500,-15890.9
-7.64608,0.994808,0.723599,2,3,0,7.75152,0.0748759,0.0416664,2010,2011,2012,2013,-100,-50,150,500,-13885.3
-7.19712,1,0.723599,2,7,0,7.68982,0.0605578,0.156033,2010,2011,2012,2013,-100,-50,150,500,3887.65
-7.38658,0.948514,0.723599,2,3,0,7.85873,0.0757217,0.153844,2010,2011,2012,2013,-100,-50,150,500,4776.62
-7.21067,0.907966,0.723599,2,3,0,8.47469,0.0346373,0.139371,2010,2011,2012,2013,-100,-50,150,500,3649.17
-8.71357,0.897047,0.723599,4,15,0,8.90512,0.0952452,0.150735,2010,2011,2012,2013,-100,-50,150,500,6774.49
-8.87943,0.955283,0.723599,2,7,0,10.2061,0.0162941,0.0378713,2010,2011,2012,2013,-100,-50,150,500,21503.5
-9.19509,0.985139,0.723599,1,1,0,9.37182,0.0144632,0.0380895,2010,2011,2012,2013,-100,-50,150,500,19629.3
-6.88001,0.985145,0.723599,2,7,0,10.5595,0.0602653,0.119915,2010,2011,2012,2013,-100,-50,150,500,6658.28
-8.45109,0.620417,0.723599,3,9,0,10.2538,0.0148772,0.0900209,2010,2011,2012,2013,-100,-50,150,500,5580.64
-9.36298,0.862123,0.723599,2,3,0,9.91872,0.0138224,0.172592,2010,2011,2012,2013,-100,-50,150,500,2256.84
-8.11532,1,0.723599,2,7,0,9.78331,0.0735303,0.0276351,2010,2011,2012,2013,-100,-50,150,500,-10323
-7.24407,0.936302,0.723599,2,7,0,8.88468,0.0322058,0.0748309,2010,2011,2012,2013,-100,-50,150,500,10137
-6.89562,1,0.723599,2,3,0,7.25338,0.0463214,0.117134,2010,2011,2012,2013,-100,-50,150,500,5633.25
-6.95284,0.983828,0.723599,2,3,0,7.018,0.058008,0.135275,2010,2011,2012,2013,-100,-50,150,500,4993.11
-7.47851,0.939779,0.723599,2,3,0,7.49033,0.0612391,0.0405056,2010,2011,2012,2013,-100,-50,150,500,-22284.1
-7.15733,1,0.723599,1,1,0,7.44014,0.0550538,0.0555465,2010,2011,2012,2013,-100,-50,150,500,910817
-7.53847,0.912616,0.723599,2,3,0,8.13332,0.0704168,0.167714,2010,2011,2012,2013,-100,-50,150,500,3735.91
-7.88804,0.840618,0.723599,2,7,0,9.46758,0.0889976,0.0644634,2010,2011,2012,2013,-100,-50,150,500,-18000.7
-10.5508,0.507769,0.723599,2,3,0,11.5432,0.0698237,0.198686,2010,2011,2012,2013,-100,-50,150,500,2663.11
-8.14635,0.872495,0.723599,3,7,0,11.7862,0.0167027,0.117218,2010,2011,2012,2013,-100,-50,150,500,3960.73
-7.28431,0.973361,0.723599,2,3,0,8.45,0.0438197,0.158376,2010,2011,2012,2013,-100,-50,150,500,3221.39
-7.80909,0.90917,0.723599,3,11,0,8.23625,0.0195848,0.109123,2010,2011,2012,2013,-100,-50,150,500,4516.32
-7.48728,1,0.723599,1,1,0,7.81154,0.024406,0.120136,2010,2011,2012,2013,-100,-50,150,500,4137.66
-8.34874,0.757506,0.723599,4,15,0,9.99479,0.0838414,0.180052,2010,2011,2012,2013,-100,-50,150,500,3697.37
-9.23911,0.96904,0.723599,3,7,0,10.6023,0.0868006,0.0190583,2010,2011,2012,2013,-100,-50,150,500,-7112.04
-10.3422,0.952807,0.723599,1,1,0,10.3979,0.0890293,0.0134083,2010,2011,2012,2013,-100,-50,150,500,-6441.4
-8.67856,1,0.723599,3,7,0,10.7222,0.0606177,0.191977,2010,2011,2012,2013,-100,-50,150,500,2642.62
-10.8277,0.786452,0.723599,2,3,0,11.7664,0.0976048,0.191069,2010,2011,2012,2013,-100,-50,150,500,3734.68
-9.10156,1,0.723599,3,7,0,11.1022,0.0133892,0.0546987,2010,2011,2012,2013,-100,-50,150,500,10868.3
-7.78812,1,0.723599,2,3,0,9.62714,0.0893758,0.129847,2010,2011,2012,2013,-100,-50,150,500,9651.31
-7.08148,0.918049,0.723599,1,3,0,8.77688,0.0469123,0.0638873,2010,2011,2012,2013,-100,-50,150,500,26009.1
-7.76206,0.895836,0.723599,2,3,0,7.92874,0.0898326,0.112699,2010,2011,2012,2013,-100,-50,150,500,17636.9
-7.31498,0.958254,0.723599,3,15,0,8.23459,0.0289071,0.0813609,2010,2011,2012,2013,-100,-50,150,500,8133.81
-7.1036,1,0.723599,1,1,0,7.29046,0.0336713,0.0965759,2010,2011,2012,2013,-100,-50,150,500,6589.28
-7.60173,0.559691,0.723599,3,7,0,11.0935,0.0275465,0.153013,2010,2011,2012,2013,-100,-50,150,500,2967.08
-9.97101,0.70188,0.723599,3,15,0,11.1895,0.0863443,0.195876,2010,2011,2012,2013,-100,-50,150,500,3155.04
-9.24602,1,0.723599,2,3,0,9.98902,0.0794991,0.193695,2010,2011,2012,2013,-100,-50,150,500,3036.16
-6.94789,1,0.723599,2,3,0,8.87119,0.0677846,0.0908414,2010,2011,2012,2013,-100,-50,150,500,18204.4
-7.06612,0.977088,0.723599,1,1,0,7.07023,0.0737497,0.0875877,2010,2011,2012,2013,-100,-50,150,500,30527.8
-7.06612,0.405346,0.723599,1,3,0,10.4947,0.0737497,0.0875877,2010,2011,2012,2013,-100,-50,150,500,30527.8
-9.10741,0.509357,0.723599,2,7,0,11.6621,0.015442,0.0349567,2010,2011,2012,2013,-100,-50,150,500,23911.9
-7.82604,0.996778,0.723599,2,3,0,9.31448,0.0593407,0.179982,2010,2011,2012,2013,-100,-50,150,500,2941.98
-8.43292,0.881288,0.723599,2,3,0,9.0512,0.0931881,0.0554103,2010,2011,2012,2013,-100,-50,150,500,-11894.8
-7.6636,0.9385,0.723599,3,7,0,9.45489,0.0389418,0.0380621,2010,2011,2012,2013,-100,-50,150,500,-527472
-6.94943,0.977331,0.723599,1,3,0,8.22478,0.0577101,0.134929,2010,2011,2012,2013,-100,-50,150,500,4999.41
-7.48186,0.916723,0.723599,2,3,0,7.61844,0.0242389,0.114863,2010,2011,2012,2013,-100,-50,150,500,4414.79
-7.31296,0.975024,0.723599,2,3,0,7.90372,0.0824113,0.113475,2010,2011,2012,2013,-100,-50,150,500,12958.4
-7.75717,0.9487,0.723599,1,1,0,7.75886,0.0897279,0.114771,2010,2011,2012,2013,-100,-50,150,500,16042.2
-6.96669,0.947533,0.723599,1,3,0,8.7405,0.0397082,0.109954,2010,2011,2012,2013,-100,-50,150,500,5754.25
-7.33077,0.852322,0.723599,2,3,0,8.01593,0.0804704,0.0752376,2010,2011,2012,2013,-100,-50,150,500,-82664.1
-7.77867,0.94377,0.723599,2,3,0,8.11507,0.0871688,0.147384,2010,2011,2012,2013,-100,-50,150,500,6277.73
-8.79262,0.949915,0.723599,4,23,0,9.09509,0.0181488,0.0333626,2010,2011,2012,2013,-100,-50,150,500,30769.1
-9.78501,0.93636,0.723599,1,1,0,9.85599,0.0135871,0.0280601,2010,2011,2012,2013,-100,-50,150,500,32680.2
-6.98977,1,0.723599,2,3,0,9.28951,0.0427187,0.129887,2010,2011,2012,2013,-100,-50,150,500,4466.29
-7.21278,0.985897,0.723599,2,3,0,7.23706,0.0318728,0.128798,2010,2011,2012,2013,-100,-50,150,500,4022
-7.56796,0.957799,0.723599,2,3,0,7.74405,0.0714799,0.0418692,2010,2011,2012,2013,-100,-50,150,500,-15565.7
-6.95467,1,0.723599,2,3,0,7.53345,0.0657757,0.126851,2010,2011,2012,2013,-100,-50,150,500,6420.98
-7.58059,0.913637,0.723599,2,3,0,7.72953,0.025998,0.14568,2010,2011,2012,2013,-100,-50,150,500,3153.49
-7.35156,1,0.723599,2,3,0,7.79699,0.0276814,0.0839042,2010,2011,2012,2013,-100,-50,150,500,7551.2
-6.94802,0.958735,0.723599,1,3,0,7.94247,0.0690209,0.111459,2010,2011,2012,2013,-100,-50,150,500,9513.84
-8.02886,0.773241,0.723599,2,3,0,8.59012,0.0176222,0.092792,2010,2011,2012,2013,-100,-50,150,500,5549.81
-7.2166,1,0.723599,2,3,0,8.0778,0.0797065,0.117189,2010,2011,2012,2013,-100,-50,150,500,10663.3
-7.61234,0.976045,0.723599,2,3,0,7.64026,0.0845547,0.146042,2010,2011,2012,2013,-100,-50,150,500,6161.88
-8.26399,0.921142,0.723599,1,1,0,8.27814,0.0913637,0.157493,2010,2011,2012,2013,-100,-50,150,500,5612.15
-8.90971,0.986748,0.723599,4,27,0,9.01135,0.0959126,0.0555258,2010,2011,2012,2013,-100,-50,150,500,-11124.8
-9.15963,0.970627,0.723599,3,13,0,9.81441,0.0122776,0.109593,2010,2011,2012,2013,-100,-50,150,500,4149.87
-8.3376,0.975128,0.723599,2,7,0,9.58527,0.0943418,0.0838175,2010,2011,2012,2013,-100,-50,150,500,-40463.5
-6.85271,0.970639,0.723599,1,3,0,9.20972,0.0508551,0.110138,2010,2011,2012,2013,-100,-50,150,500,6820.35
-7.45612,0.834382,0.723599,1,3,0,7.81409,0.0782983,0.0564424,2010,2011,2012,2013,-100,-50,150,500,-20510.9
-7.06334,0.969256,0.723599,2,3,0,7.90094,0.0373645,0.12704,2010,2011,2012,2013,-100,-50,150,500,4363.26
-7.28235,0.902824,0.723599,2,3,0,7.74546,0.0731499,0.0592738,2010,2011,2012,2013,-100,-50,150,500,-32127
-7.36676,0.958248,0.723599,2,3,0,7.91829,0.0804356,0.0705968,2010,2011,2012,2013,-100,-50,150,500,-44353.9
-6.91811,0.998528,0.723599,2,3,0,7.40596,0.0670168,0.11008,2010,2011,2012,2013,-100,-50,150,500,9398.88
-6.85239,0.932021,0.723599,2,3,0,7.41795,0.0595223,0.102033,2010,2011,2012,2013,-100,-50,150,500,9662.73
-6.92214,0.964621,0.723599,2,3,0,7.09872,0.0425329,0.108027,2010,2011,2012,2013,-100,-50,150,500,6195.3
-8.3534,0.646442,0.723599,3,7,0,9.54319,0.0556321,0.188876,2010,2011,2012,2013,-100,-50,150,500,2618.98
-6.88812,0.970461,0.723599,3,15,0,8.56773,0.0640843,0.0981253,2010,2011,2012,2013,-100,-50,150,500,12159.3
-6.98379,0.885936,0.723599,2,3,0,7.61029,0.0415865,0.0841275,2010,2011,2012,2013,-100,-50,150,500,9981.54
-6.93269,0.951453,0.723599,2,7,0,7.42157,0.0582692,0.132292,2010,2011,2012,2013,-100,-50,150,500,5241.36
-8.07182,0.828065,0.723599,2,3,0,8.16824,0.0928608,0.104909,2010,2011,2012,2013,-100,-50,150,500,33971
-7.59111,0.959708,0.723599,2,3,0,8.65418,0.0586706,0.0362056,2010,2011,2012,2013,-100,-50,150,500,-20737.2
-7.4357,1,0.723599,1,1,0,7.63625,0.0591402,0.0417401,2010,2011,2012,2013,-100,-50,150,500,-26488.7
-7.2163,0.898139,0.723599,2,3,0,8.85986,0.0532801,0.0519587,2010,2011,2012,2013,-100,-50,150,500,-341948
-7.2163,0.520488,0.723599,2,3,0,10.3235,0.0532801,0.0519587,2010,2011,2012,2013,-100,-50,150,500,-341948
-7.99912,0.809509,0.723599,2,3,0,8.6849,0.0890051,0.154147,2010,2011,2012,2013,-100,-50,150,500,5731.47
-6.89219,0.986747,0.723599,1,3,0,8.47257,0.0481514,0.120644,2010,2011,2012,2013,-100,-50,150,500,5466.99
-9.53612,0.500601,0.723599,3,9,0,11.6254,0.053798,0.0132672,2010,2011,2012,2013,-100,-50,150,500,-12018.6
-9.43927,1,0.723599,3,7,0,9.45477,0.0557934,0.196395,2010,2011,2012,2013,-100,-50,150,500,2447.44
-9.67527,0.985295,0.723599,2,3,0,9.965,0.074095,0.196532,2010,2011,2012,2013,-100,-50,150,500,2815.38
-9.69806,0.928299,0.723599,3,15,0,10.9611,0.0845102,0.195085,2010,2011,2012,2013,-100,-50,150,500,3129.23
-8.05447,0.992499,0.723599,2,3,0,10.7198,0.01847,0.139036,2010,2011,2012,2013,-100,-50,150,500,3168.18
-9.90385,0.78641,0.723599,2,3,0,10.9294,0.0125484,0.0329592,2010,2011,2012,2013,-100,-50,150,500,22950.6
-8.10762,0.933904,0.723599,3,7,0,12.2572,0.0800637,0.178056,2010,2011,2012,2013,-100,-50,150,500,3642.22
-8.38397,0.99361,0.723599,2,3,0,9.19411,0.0525865,0.0207986,2010,2011,2012,2013,-100,-50,150,500,-15099.8
-7.554,0.955855,0.723599,2,3,0,9.27608,0.0346588,0.163853,2010,2011,2012,2013,-100,-50,150,500,2824.9
-7.39303,1,0.723599,2,3,0,7.7703,0.0820227,0.0750712,2010,2011,2012,2013,-100,-50,150,500,-62249.2
-7.09102,0.998073,0.723599,2,7,0,7.42183,0.0441811,0.144539,2010,2011,2012,2013,-100,-50,150,500,3774.11
-7.00964,0.982876,0.723599,2,3,0,7.36999,0.067381,0.0771801,2010,2011,2012,2013,-100,-50,150,500,43957.9
-7.34633,0.92309,0.723599,2,3,0,7.64321,0.038876,0.0523077,2010,2011,2012,2013,-100,-50,150,500,33604.5
-8.62939,0.825067,0.723599,2,3,0,9.01257,0.0699838,0.190598,2010,2011,2012,2013,-100,-50,150,500,2888.24
-8.40547,1,0.723599,1,1,0,8.75016,0.0619296,0.189206,2010,2011,2012,2013,-100,-50,150,500,2741.87
-8.24366,0.989386,0.723599,2,3,0,9.17114,0.0547571,0.187491,2010,2011,2012,2013,-100,-50,150,500,2635.6
-6.87448,0.973083,0.723599,1,3,0,8.79433,0.0610231,0.0933572,2010,2011,2012,2013,-100,-50,150,500,12915.3
-8.34178,0.582001,0.723599,1,3,0,9.85859,0.0154615,0.11905,2010,2011,2012,2013,-100,-50,150,500,3829.52
-7.99145,0.942654,0.723599,2,3,0,9.12142,0.0275692,0.171922,2010,2011,2012,2013,-100,-50,150,500,2488.57
-8.55844,0.988468,0.723599,2,3,0,9.17133,0.0252874,0.0265673,2010,2011,2012,2013,-100,-50,150,500,370697
-7.36282,0.996526,0.723599,2,7,0,8.4813,0.0686157,0.160927,2010,2011,2012,2013,-100,-50,150,500,3987.09
-7.87226,0.922459,0.723599,3,11,0,8.53956,0.09107,0.109658,2010,2011,2012,2013,-100,-50,150,500,21822
-7.87226,0.71436,0.723599,2,3,0,9.63175,0.09107,0.109658,2010,2011,2012,2013,-100,-50,150,500,21822
-8.29009,0.959852,0.723599,3,15,0,8.49651,0.0933993,0.0699518,2010,2011,2012,2013,-100,-50,150,500,-18642.8
-7.5759,1,0.723599,2,3,0,8.77016,0.0246832,0.0718651,2010,2011,2012,2013,-100,-50,150,500,9207.8
-7.61052,0.999716,0.723599,1,1,0,7.72515,0.0235177,0.0761175,2010,2011,2012,2013,-100,-50,150,500,8191.62
-7.32612,0.999144,0.723599,2,3,0,7.69514,0.0809254,0.13158,2010,2011,2012,2013,-100,-50,150,500,7681.58
-7.4586,0.964433,0.723599,2,3,0,8.05125,0.0523444,0.169344,2010,2011,2012,2013,-100,-50,150,500,3092.32
-9.8395,0.617345,0.723599,2,3,0,10.5444,0.0987096,0.137591,2010,2011,2012,2013,-100,-50,150,500,9909.03
-9.47016,0.98766,0.723599,1,1,0,9.97243,0.0979335,0.147045,2010,2011,2012,2013,-100,-50,150,500,7708.4
-9.23433,0.888644,0.723599,3,7,0,10.7559,0.0125353,0.0663182,2010,2011,2012,2013,-100,-50,150,500,8161.23
-7.17741,0.974534,0.723599,3,7,0,9.61846,0.0371779,0.142105,2010,2011,2012,2013,-100,-50,150,500,3624.38
-7.35439,0.969177,0.723599,2,3,0,7.69738,0.073743,0.154885,2010,2011,2012,2013,-100,-50,150,500,4589.23
-9.82585,0.713098,0.723599,2,3,0,9.98655,0.0468495,0.197484,2010,2011,2012,2013,-100,-50,150,500,2277.62
-7.90018,0.926171,0.723599,2,3,0,10.2258,0.0911972,0.0924732,2010,2011,2012,2013,-100,-50,150,500,328298
-7.88815,0.993577,0.723599,3,15,0,8.03799,0.0912345,0.101052,2010,2011,2012,2013,-100,-50,150,500,41988.2
-7.00693,0.965223,0.723599,2,3,0,8.33303,0.0386086,0.119421,2010,2011,2012,2013,-100,-50,150,500,4912.51
-8.1377,0.800691,0.723599,2,3,0,8.27904,0.0782518,0.180217,2010,2011,2012,2013,-100,-50,150,500,3485.75
-6.86527,0.983734,0.723599,1,3,0,8.24883,0.0617143,0.10867,2010,2011,2012,2013,-100,-50,150,500,8640.11
-7.69018,0.773106,0.723599,1,3,0,8.24742,0.0283188,0.0495937,2010,2011,2012,2013,-100,-50,150,500,21322
-7.69018,0.50028,0.723599,1,3,0,11.1453,0.0283188,0.0495937,2010,2011,2012,2013,-100,-50,150,500,21322
-7.68817,1,0.723599,2,3,0,7.89497,0.0344656,0.0406727,2010,2011,2012,2013,-100,-50,150,500,74369.3
-7.43713,0.994563,0.723599,2,7,0,8.18632,0.0249976,0.113455,2010,2011,2012,2013,-100,-50,150,500,4535.28
-7.40178,0.897508,0.723599,2,3,0,8.33497,0.0503268,0.0432238,2010,2011,2012,2013,-100,-50,150,500,-64690.9
-7.11418,0.97089,0.723599,2,3,0,7.8784,0.0500269,0.150504,2010,2011,2012,2013,-100,-50,150,500,3729.35
-7.33158,0.865357,0.723599,1,3,0,8.2264,0.0610218,0.0467163,2010,2011,2012,2013,-100,-50,150,500,-31912.2
-7.50623,0.966182,0.723599,2,3,0,7.84337,0.024367,0.12437,2010,2011,2012,2013,-100,-50,150,500,3929.11
-7.04925,0.942742,0.723599,3,7,0,8.41318,0.0372231,0.0865822,2010,2011,2012,2013,-100,-50,150,500,8560.85
-7.82282,0.684305,0.723599,1,3,0,9.41093,0.0904376,0.116023,2010,2011,2012,2013,-100,-50,150,500,15666.1
-7.49172,0.95247,0.723599,2,3,0,8.33658,0.0434468,0.168114,2010,2011,2012,2013,-100,-50,150,500,2906.45
-9.20434,0.822513,0.723599,4,27,0,9.83748,0.0176314,0.184298,2010,2011,2012,2013,-100,-50,150,500,2103.67
-9.96082,0.957181,0.723599,1,1,0,10.0821,0.0139691,0.186612,2010,2011,2012,2013,-100,-50,150,500,2021.24
-8.05103,1,0.723599,2,3,0,10.3038,0.0926788,0.100569,2010,2011,2012,2013,-100,-50,150,500,52293.6
-10.0766,0.722915,0.723599,2,3,0,10.9203,0.0131227,0.18484,2010,2011,2012,2013,-100,-50,150,500,2038.78
-10.4759,1,0.723599,2,3,0,10.7726,0.0116408,0.180484,2010,2011,2012,2013,-100,-50,150,500,2090.31
-9.52043,1,0.723599,1,1,0,10.4405,0.012483,0.162043,2010,2011,2012,2013,-100,-50,150,500,2443.83
-8.70178,1,0.723599,1,1,0,9.46585,0.0144083,0.143583,2010,2011,2012,2013,-100,-50,150,500,2930.74
-10.5078,0.716008,0.723599,2,3,0,11.4544,0.0152385,0.19429,2010,2011,2012,2013,-100,-50,150,500,1921.11
-8.84243,1,0.723599,2,3,0,11.7562,0.0927321,0.175117,2010,2011,2012,2013,-100,-50,150,500,4361.09
-8.69968,0.971729,0.723599,3,15,0,9.82061,0.0889416,0.1809,2010,2011,2012,2013,-100,-50,150,500,3864.21
